label,N,support,f1_baseline,fp_baseline
ace_Arab,6107,1012,0.9241773962804005,116
ace_Latn,47937,1012,0.9970267591674926,0
acm_Arab,4566,1012,0.32858707557502737,514
aeb_Arab,25840,1012,0.0,0
afr_Latn,100000,1012,0.993041749502982,1
als_Latn,100000,1012,0.9985155863433943,0
amh_Ethi,100000,1012,0.9955599407992106,6
apc_Arab,79058,1012,0.08623548922056386,142
arb_Arab,100000,1012,0.33889919604205315,1674
arb_Latn,847,1012,0.9985199802664035,3
ars_Arab,18539,1012,0.1929770992366412,1947
ary_Arab,100000,1012,0.4636951833213515,1125
arz_Arab,100000,1012,0.007373271889400922,69
asm_Beng,100000,1012,1.0,0
ast_Latn,100000,1012,0.9721543722520762,40
awa_Deva,18700,1012,0.3653846153846154,8
ayr_Latn,100000,1012,0.9990108803165183,0
azb_Arab,100000,1012,0.948024948024948,0
azj_Latn,100000,1012,0.9990108803165183,0
bak_Cyrl,100000,1012,0.9985185185185185,2
bam_Latn,18697,1012,0.6225895316804407,988
ban_Latn,41792,1012,0.9705882352941176,3
bel_Cyrl,100000,1012,1.0,0
bem_Latn,100000,1012,0.994059405940594,4
ben_Beng,100000,1012,0.9975259772389905,1
bho_Deva,55844,1012,0.7703583061889251,498
bjn_Arab,6110,1012,0.9128251939753537,179
bjn_Latn,27655,1012,0.9562321598477641,85
bod_Tibt,45476,1012,0.8667413213885778,0
bug_Latn,14761,1012,0.9940535183349851,3
bul_Cyrl,100000,1012,0.9935992122107337,10
cat_Latn,100000,1012,0.9940711462450593,6
ceb_Latn,100000,1012,0.9915296462381664,0
ces_Latn,100000,1012,0.9896907216494845,17
cjk_Latn,100000,1012,0.9287598944591029,3
ckb_Arab,100000,1012,0.9930348258706468,0
crh_Latn,17238,1012,0.996039603960396,2
cym_Latn,100000,1012,0.9990118577075099,1
dan_Latn,100000,1012,0.9258683255572835,24
deu_Latn,100000,1012,0.9869869869869871,0
dik_Latn,40448,1012,0.9925335988053758,0
dyu_Latn,100000,1012,0.05751391465677179,35
dzo_Tibt,13407,1012,0.8928255093002657,238
ell_Grek,100000,1012,0.9985155863433943,0
eng_Latn,100000,1012,0.9603960396039604,38
epo_Latn,100000,1012,0.9995056846267919,0
eus_Latn,100000,1012,0.9985155863433943,0
ewe_Latn,100000,1012,0.9869869869869871,0
fao_Latn,94618,1012,0.996039603960396,2
fij_Latn,100000,1012,0.9965294992563213,0
fin_Latn,100000,1012,0.9751898734177215,0
fon_Latn,100000,1012,0.9990108803165183,0
fra_Latn,100000,1012,0.9890219560878244,1
fur_Latn,46173,1012,1.0,0
fuv_Latn,30578,1012,0.9678735339112697,0
gaz_Latn,100000,1012,0.996031746031746,0
gla_Latn,100000,1012,0.9995056846267919,0
gle_Latn,100000,1012,0.9990118577075099,1
glg_Latn,100000,1012,0.9794921875000001,33
guj_Gujr,100000,1012,1.0,0
hat_Latn,100000,1012,0.997029702970297,1
hau_Latn,100000,1012,0.9975308641975308,3
heb_Hebr,100000,1012,0.9990108803165183,0
hin_Deva,100000,1012,0.7720773759461733,448
hne_Deva,50507,1012,0.808743169398907,78
hun_Latn,100000,1012,0.9995056846267919,0
hye_Armn,100000,1012,0.9995056846267919,0
ibo_Latn,100000,1012,0.9960552268244576,6
ilo_Latn,100000,1012,0.9970267591674926,0
ind_Latn,100000,1012,0.8432282003710575,235
isl_Latn,100000,1012,0.9965466206216081,5
ita_Latn,100000,1012,0.9980217606330365,1
jav_Latn,100000,1012,0.987279843444227,23
jpn_Jpan,100000,1012,1.0,0
kab_Latn,100000,1012,0.8787483702737939,278
kac_Latn,100000,1012,0.9995056846267919,0
kam_Latn,100000,1012,0.8577878103837471,0
kan_Knda,100000,1012,0.99203187250996,0
kas_Arab,10408,1012,0.9930693069306931,5
kas_Deva,7226,1012,0.9744331886155331,51
kat_Geor,100000,1012,0.9990108803165183,0
kaz_Cyrl,100000,1012,0.9995056846267919,0
kbp_Latn,100000,1012,0.9970267591674926,0
kea_Latn,100000,1012,0.9767441860465117,0
khk_Cyrl,100000,1012,1.0,0
khm_Khmr,100000,1012,0.9995056846267919,0
kik_Latn,100000,1012,0.9615754082612871,69
kin_Latn,100000,1012,0.927536231884058,61
kir_Cyrl,100000,1012,0.9980237154150198,2
kmb_Latn,100000,1012,0.9866270430906389,11
kmr_Latn,100000,1012,0.9793242561775087,0
knc_Arab,6113,1012,0.7025641025641025,0
knc_Latn,9356,1012,0.9882468168462292,21
kor_Hang,100000,1012,1.0,0
lao_Laoo,33981,1012,1.0,0
lij_Latn,35338,1012,0.9960552268244576,6
lim_Latn,100000,1012,0.9796727813584531,17
lin_Latn,100000,1012,0.9965294992563213,0
lit_Latn,100000,1012,0.9925335988053758,0
lmo_Latn,58536,1012,0.9886194952993568,10
ltg_Latn,14559,1012,0.9921568627450981,16
ltz_Latn,100000,1012,0.9985170538803757,1
lua_Latn,100000,1012,0.9839357429718876,0
lug_Latn,100000,1012,0.992039800995025,1
luo_Latn,100000,1012,0.996031746031746,0
lus_Latn,100000,1012,0.989010989010989,0
lvs_Latn,100000,1012,0.99203187250996,0
mag_Deva,12847,1012,0.8316251830161053,185
mai_Deva,43579,1012,0.9286846275752774,2
mal_Mlym,100000,1012,1.0,0
mar_Deva,100000,1012,0.998019801980198,0
min_Arab,847,1012,0.9589457678661936,15
min_Latn,100000,1012,0.990561351217089,4
mkd_Cyrl,100000,1012,0.9925632126921171,4
mlt_Latn,100000,1012,0.9990128331688055,2
mni_Beng,41766,1012,0.9995056846267919,0
mos_Latn,100000,1012,0.9561629706034039,0
mri_Latn,73030,1012,0.996031746031746,0
mya_Mymr,100000,1012,1.0,0
nld_Latn,100000,1012,0.9762985375693394,3
nno_Latn,100000,1012,0.9348140994688556,91
nob_Latn,100000,1012,0.8926336061627346,138
npi_Deva,100000,1012,0.9041689225771521,0
nso_Latn,100000,1012,0.9788905252822778,28
nus_Latn,14391,1012,0.9995056846267919,0
nya_Latn,100000,1012,0.9906080079090459,9
oci_Latn,100000,1012,0.9955511616411271,4
ory_Orya,100000,1012,1.0,0
pag_Latn,100000,1012,0.9782937910146391,0
pan_Guru,100000,1012,1.0,0
pap_Latn,100000,1012,0.9895678092399404,5
pbt_Arab,80648,1012,0.9985155863433943,0
plt_Latn,100000,1012,0.9975235264982666,0
pol_Latn,100000,1012,0.9930898321816387,8
por_Latn,100000,1012,0.9809619238476954,5
quy_Latn,100000,1012,0.8493462194428651,0
ron_Latn,100000,1012,1.0,0
run_Latn,100000,1012,0.930073349633252,82
rus_Cyrl,100000,1012,0.9900199600798403,0
sag_Latn,100000,1012,0.9960356788899902,1
san_Deva,100000,1012,0.9741772151898733,1
sat_Olck,16858,1012,1.0,0
scn_Latn,62189,1012,0.9975259772389905,1
shn_Mymr,32679,1012,1.0,0
sin_Sinh,100000,1012,1.0,0
slk_Latn,100000,1012,0.9885401096163429,3
slv_Latn,100000,1012,0.9900299102691925,1
smo_Latn,100000,1012,0.994535519125683,0
sna_Latn,100000,1012,0.9970267591674926,0
snd_Arab,100000,1012,0.9985199802664035,3
som_Latn,100000,1012,0.9995056846267919,0
sot_Latn,73326,1012,0.9529229177444387,0
spa_Latn,100000,1012,0.9688755020080321,15
srd_Latn,48717,1012,0.9975333004440058,4
srp_Cyrl,100000,1012,0.995564317397733,7
ssw_Latn,100000,1012,0.9819639278557115,4
sun_Latn,100000,1012,0.9935675408213755,5
swe_Latn,100000,1012,0.9980217606330365,1
swh_Latn,100000,1012,0.9180483183325437,130
szl_Latn,55404,1012,0.9911154985192497,10
tam_Taml,100000,1012,1.0,0
taq_Latn,27347,1012,0.8108108108108109,0
taq_Tfng,4245,1012,1.0,0
tat_Cyrl,100000,1012,0.997029702970297,1
tel_Telu,100000,1012,0.9995056846267919,0
tgk_Cyrl,100000,1012,1.0,0
tha_Thai,100000,1012,0.9990108803165183,0
tir_Ethi,100000,1012,0.7792521109770808,0
tpi_Latn,100000,1012,0.9859719438877755,0
tsn_Latn,100000,1012,0.9673076923076923,62
tso_Latn,100000,1012,0.9940652818991097,5
tuk_Latn,100000,1012,1.0,0
tum_Latn,100000,1012,0.992541024365987,1
tur_Latn,100000,1012,0.9965500246426812,6
twi_Latn,100000,1012,0.9849548645937813,0
tzm_Tfng,1590,1012,0.3161397670549085,0
uig_Arab,100000,1012,1.0,0
ukr_Cyrl,100000,1012,0.996039603960396,2
umb_Latn,100000,1012,0.9454545454545455,3
urd_Arab,100000,1012,0.9910625620655411,4
uzn_Latn,100000,1012,0.9985155863433943,0
vec_Latn,100000,1012,0.9950641658440276,6
vie_Latn,100000,1012,1.0,0
war_Latn,100000,1012,0.9921414538310412,14
wol_Latn,69728,1012,0.9940652818991097,5
xho_Latn,100000,1012,0.9403058707449433,62
ydd_Hebr,38324,1012,0.9990128331688055,2
yor_Latn,100000,1012,0.9751898734177215,0
zsm_Latn,100000,1012,0.8494007295466389,92
zul_Latn,100000,1012,0.9018218623481782,73
